# Pattern (regex), Rotation Offset (degrees, CCW positive)
^SOT-23,180
^SOT-23-3,180
^SOT-223,180
^SOT-89,180
^SOT-353,180
^SOIC-,0
^SOIC8,0
^SOP-,0
^SSOP-,0
^TSSOP-,0
^MSOP-,0
^VSSOP-,0
^QFN-,90
^DFN-,90
^WSON-,90
^QFP-,90
^LQFP-,90
^TQFP-,90
^BGA-,0
^uBGA-,0
^SMA_,0
^SMB_,0
^SMC_,0
^DO-214,0
^LED_0201,180
^LED_0402,180
^LED_0603,180
^LED_0805,180
^LED_1206,180
^USB_C,0
^USB-C,0
^TYPE-C,0
^R_0402,0
^C_0402,0
^R_0603,0
^C_0603,0
^TO-252,180
^TO-263,180
